region,suc,discipline,passers_2010,passers_2011,passers_2012,passers_total,takers_2010,takers_2011,takers_2012,takers_total
Eastern Visayas,Samar State University,Criminology,-,-,0,0,-,-,1,1
Eastern Visayas,Samar State University,Electrical Engineering,0,3,3,6,9,8,14,31
Eastern Visayas,Samar State University,Electronics Engineering,2,4,8,14,11,6,13,30
Eastern Visayas,Samar State University,Fisheries Technology,0,0,1,1,2,2,3,7
Eastern Visayas,Samar State University,LET-Elementary,29,33,117,179,111,121,169,401
Eastern Visayas,Samar State University,LET-Secondary,22,38,50,110,209,234,256,699
Eastern Visayas,Samar State University,Nursing,18,26,28,72,27,34,30,91
Eastern Visayas,Samar State University,Total,80,115,216,411,399,436,513,1348
Eastern Visayas,Southern Leyte State University,Agriculture,-,1,1,2,-,1,4,5
Eastern Visayas,Southern Leyte State University,Civil Engineering,11,7,1,19,20,21,12,53
Eastern Visayas,Southern Leyte State University,Criminology,-,20,19,39,-,26,26,52
Eastern Visayas,Southern Leyte State University,Electrical Engineering,2,15,9,26,14,20,22,56
Eastern Visayas,Southern Leyte State University,Fisheries Technology,-,1,0,1,-,2,1,3
Eastern Visayas,Southern Leyte State University,LET-Elementary,47,61,141,249,281,309,249,839
Eastern Visayas,Southern Leyte State University,LET-Secondary,57,110,137,304,372,388,428,1188
Eastern Visayas,Southern Leyte State University,Mechanical Engineering,12,5,8,25,14,9,15,38
Eastern Visayas,Southern Leyte State University,Total,129,220,316,665,701,776,757,2234
Eastern Visayas,University of Eastern Philippines,Accountancy,24,22,32,78,46,45,65,156
Eastern Visayas,University of Eastern Philippines,Agricultural Engineering,4,1,4,9,12,4,11,27
Eastern Visayas,University of Eastern Philippines,Agriculture,5,4,6,15,39,42,35,116
Eastern Visayas,University of Eastern Philippines,Chemistry,0,-,-,0,1,-,-,1
Eastern Visayas,University of Eastern Philippines,Civil Engineering,13,22,28,63,69,96,124,289
Eastern Visayas,University of Eastern Philippines,Criminology,82,94,135,311,172,211,289,672
Eastern Visayas,University of Eastern Philippines,Electrical Engineering,16,8,20,44,43,40,56,139
Eastern Visayas,University of Eastern Philippines,Fisheries Technology,0,1,-,1,2,15,-,17
Eastern Visayas,University of Eastern Philippines,Forestry,2,2,4,8,13,11,9,33
Eastern Visayas,University of Eastern Philippines,Guidance Counseling,-,0,1,1,-,2,2,4
Eastern Visayas,University of Eastern Philippines,LET-Elementary,91,146,472,709,731,821,1030,2582
Eastern Visayas,University of Eastern Philippines,LET-Secondary,113,146,301,560,871,896,1321,3088
Eastern Visayas,University of Eastern Philippines,Library Science,0,0,1,1,4,6,3,13
Eastern Visayas,University of Eastern Philippines,Mechanical Engineering,18,8,5,31,24,30,21,75
Eastern Visayas,University of Eastern Philippines,Nursing,76,76,69,221,123,102,87,312
Eastern Visayas,University of Eastern Philippines,Veterinary Medicine,4,8,2,14,29,33,41,103
Eastern Visayas,University of Eastern Philippines,Total,448,538,1080,2066,2179,2354,3094,7627
Eastern Visayas,Visayas State University,Agricultural Engineering,12,1,4,17,13,2,5,20
Eastern Visayas,Visayas State University,Agriculture,65,53,69,187,131,114,154,399
Eastern Visayas,Visayas State University,Chemistry,6,18,5,29,12,24,12,48
Eastern Visayas,Visayas State University,Criminology,-,2,4,6,-,2,14,16
Eastern Visayas,Visayas State University,Fisheries Technology,1,2,0,3,6,7,7,20
Eastern Visayas,Visayas State University,Forestry,5,5,10,20,12,12,16,40
Eastern Visayas,Visayas State University,Geodetic Engineering,3,10,8,21,4,12,10,26
Eastern Visayas,Visayas State University,LET-Elementary,112,129,261,502,441,428,415,1284
Eastern Visayas,Visayas State University,LET-Secondary,45,62,73,180,224,208,204,636
Eastern Visayas,Visayas State University,Nursing,-,48,56,104,-,57,73,130
Eastern Visayas,Visayas State University,Veterinary Medicine,10,14,12,36,35,30,33,98
Eastern Visayas,Visayas State University,Total,259,344,502,1105,878,896,943,2717
Eastern Visayas,Eastern Visayas,Total,2447,2964,5000,10411,10983,11564,12258,34805
Zamboanga Peninsula,J.H. Cerilles State College,Agriculture,2,2,6,10,9,18,31,58
Zamboanga Peninsula,J.H. Cerilles State College,Criminology,-,0,17,17,-,1,50,51
Zamboanga Peninsula,J.H. Cerilles State College,Forestry,-,0,0,0,-,1,3,4
Zamboanga Peninsula,J.H. Cerilles State College,LET-Elementary,64,100,296,460,397,534,655,1586
Zamboanga Peninsula,J.H. Cerilles State College,LET-Secondary,24,14,42,80,227,236,242,705
Zamboanga Peninsula,J.H. Cerilles State College,Nursing,22,27,25,74,41,55,63,159
Zamboanga Peninsula,J.H. Cerilles State College,Nutrition and Dietetics,-,-,0,0,-,-,1,1
Zamboanga Peninsula,J.H. Cerilles State College,Total,112,143,386,641,674,845,1045,2564
Zamboanga Peninsula,Jose Rizal Memorial State University,Accountancy,-,-,2,2,-,-,4,4
Zamboanga Peninsula,Jose Rizal Memorial State University,Agricultural Engineering,1,4,3,8,9,8,9,26
Zamboanga Peninsula,Jose Rizal Memorial State University,Agriculture,1,3,8,12,7,14,27,48
Zamboanga Peninsula,Jose Rizal Memorial State University,Civil Engineering,3,3,3,9,4,5,8,17
Zamboanga Peninsula,Jose Rizal Memorial State University,Criminology,76,78,68,222,260,304,317,881
Zamboanga Peninsula,Jose Rizal Memorial State University,Electrical Engineering,5,4,9,18,8,6,14,28
Zamboanga Peninsula,Jose Rizal Memorial State University,Electronics Engineering,0,2,2,4,3,6,4,13
Zamboanga Peninsula,Jose Rizal Memorial State University,LET-Elementary,64,60,132,256,227,243,219,689
Zamboanga Peninsula,Jose Rizal Memorial State University,LET-Secondary,27,16,67,110,202,221,278,701
Zamboanga Peninsula,Jose Rizal Memorial State University,Marine Engineering,1,-,3,4,1,-,4,5
Zamboanga Peninsula,Jose Rizal Memorial State University,Marine Transportation,2,3,2,7,3,3,4,10
Zamboanga Peninsula,Jose Rizal Memorial State University,Midwifery,29,28,15,72,68,54,41,163
Zamboanga Peninsula,Jose Rizal Memorial State University,Nursing,46,59,28,133,98,111,62,271
Zamboanga Peninsula,Jose Rizal Memorial State University,Total,255,260,342,857,890,975,991,2856
Zamboanga Peninsula,Western Mindanao State University,Accountancy,-,9,13,22,-,22,42,64
Zamboanga Peninsula,Western Mindanao State University,Agricultural Engineering,0,1,-,1,7,6,-,13
Zamboanga Peninsula,Western Mindanao State University,Agriculture,16,14,11,41,77,66,39,182
Zamboanga Peninsula,Western Mindanao State University,Architecture,9,19,17,45,16,33,36,85
Zamboanga Peninsula,Western Mindanao State University,Chemistry,6,3,8,17,12,6,18,36
Zamboanga Peninsula,Western Mindanao State University,Civil Engineering,33,28,25,86,76,63,59,198
Zamboanga Peninsula,Western Mindanao State University,Criminology,83,126,90,299,173,260,253,686
Zamboanga Peninsula,Western Mindanao State University,Electrical Engineering,17,60,31,108,64,101,59,224
Zamboanga Peninsula,Western Mindanao State University,Electronics Engineering,-,12,16,28,-,18,24,42
Zamboanga Peninsula,Western Mindanao State University,Environmental Planning,0,1,1,2,1,2,2,5
Zamboanga Peninsula,Western Mindanao State University,Forestry,3,5,7,15,20,19,21,60
Zamboanga Peninsula,Western Mindanao State University,Geodetic Engineering,7,7,7,21,20,24,23,67
Zamboanga Peninsula,Western Mindanao State University,Guidance Counseling,-,-,1,1,-,-,1,1
Zamboanga Peninsula,Western Mindanao State University,LET-Elementary,362,307,767,1436,1605,1773,1609,4987
Zamboanga Peninsula,Western Mindanao State University,LET-Secondary,164,202,314,680,783,910,910,2603
Zamboanga Peninsula,Western Mindanao State University,Mechanical Engineering,18,21,34,73,24,36,75,135
Zamboanga Peninsula,Western Mindanao State University,Midwifery,8,2,0,10,18,9,3,30
Zamboanga Peninsula,Western Mindanao State University,Nursing,757,823,556,2136,1537,1521,1065,4123
Zamboanga Peninsula,Western Mindanao State University,Nutrition and Dietetics,21,28,52,101,82,110,163,355
Zamboanga Peninsula,Western Mindanao State University,Pharmacy,1,-,-,1,1,-,-,1
Zamboanga Peninsula,Western Mindanao State University,Sanitary Engineering,4,6,9,19,23,20,23,66
Zamboanga Peninsula,Western Mindanao State University,Social Work,54,89,111,254,121,159,215,495
Zamboanga Peninsula,Western Mindanao State University,Total,1563,1763,2070,5396,4660,5158,4640,14458
Zamboanga Peninsula,Zamboanga City State Polytechnic College,LET-Elementary,1,0,2,3,10,6,9,25
Zamboanga Peninsula,Zamboanga City State Polytechnic College,LET-Secondary,16,17,48,81,279,285,290,854
Zamboanga Peninsula,Zamboanga City State Polytechnic College,Marine Engineering,43,29,27,99,79,52,46,177
Zamboanga Peninsula,Zamboanga City State Polytechnic College,Total,60,46,77,183,368,343,345,1056
Zamboanga Peninsula,Zamboanga City State Polytechnic College,Criminology,-,0,-,0,-,1,-,1
Zamboanga Peninsula,Zamboanga City State Polytechnic College,Fisheries Technology,2,1,3,6,5,9,8,22
Zamboanga Peninsula,Zamboanga City State Polytechnic College,LET-Elementary,-,0,-,0,-,1,-,1
Zamboanga Peninsula,Zamboanga City State Polytechnic College,LET-Secondary,10,22,32,64,118,126,137,381
Zamboanga Peninsula,Zamboanga City State Polytechnic College,Marine Engineering,22,19,37,78,40,32,50,122
Zamboanga Peninsula,Zamboanga City State Polytechnic College,Marine Transportation,65,42,48,155,119,78,84,281
Zamboanga Peninsula,Zamboanga City State Polytechnic College,Total,99,84,120,303,282,247,279,808
Zamboanga Peninsula,Zamboanga Peninsula,Total,2089,2296,2995,7380,6874,7568,7300,21742
Northern Mindanao,Bukidnon State University,Accountancy,7,10,17,34,17,22,31,70
Northern Mindanao,Bukidnon State University,Agriculture,-,2,-,2,-,5,-,5
Northern Mindanao,Bukidnon State University,Guidance Counseling,1,1,1,3,1,2,2,5
Northern Mindanao,Bukidnon State University,LET-Elementary,251,298,665,1214,1750,1657,1475,4882
Northern Mindanao,Bukidnon State University,LET-Secondary,70,101,127,298,543,566,487,1596
Northern Mindanao,Bukidnon State University,Nursing,37,57,53,147,49,91,95,235
Northern Mindanao,Bukidnon State University,Social Work,-,-,0,0,-,-,2,2
Northern Mindanao,Bukidnon State University,Total,366,469,863,1698,2360,2343,2092,6795
Northern Mindanao,Camiguin Polytechnic State College,Agriculture,4,6,11,21,18,18,27,63
Northern Mindanao,Camiguin Polytechnic State College,Electrical Engineering,8,7,5,20,12,12,9,33
Northern Mindanao,Camiguin Polytechnic State College,Electronics Engineering,1,1,5,7,8,9,11,28
Northern Mindanao,Camiguin Polytechnic State College,LET-Elementary,8,15,49,72,41,58,74,173
Northern Mindanao,Camiguin Polytechnic State College,LET-Secondary,11,23,35,69,98,85,100,283
Northern Mindanao,Camiguin Polytechnic State College,Nursing,22,13,22,57,41,39,49,129
Northern Mindanao,Camiguin Polytechnic State College,Total,54,65,127,246,218,221,270,709
Northern Mindanao,Central Mindanao University,Accountancy,18,14,20,52,23,24,22,69
Northern Mindanao,Central Mindanao University,Agricultural Engineering,18,25,14,57,24,31,18,73
Northern Mindanao,Central Mindanao University,Agriculture,120,150,149,419,244,240,251,735
Northern Mindanao,Central Mindanao University,Chemistry,6,6,0,12,9,19,8,36
Northern Mindanao,Central Mindanao University,Civil Engineering,23,22,39,84,41,39,83,163
Northern Mindanao,Central Mindanao University,Criminology,-,1,-,1,-,1,-,1
Northern Mindanao,Central Mindanao University,Electrical Engineering,4,13,16,33,7,17,19,43
Northern Mindanao,Central Mindanao University,Forestry,7,10,7,24,10,12,23,45
Northern Mindanao,Central Mindanao University,LET-Elementary,24,43,70,137,55,88,78,221
Northern Mindanao,Central Mindanao University,LET-Secondary,80,119,96,295,149,193,151,493
Northern Mindanao,Central Mindanao University,Library Science,0,-,0,0,1,-,2,3
Northern Mindanao,Central Mindanao University,Mechanical Engineering,15,17,25,57,15,18,26,59
Northern Mindanao,Central Mindanao University,Nursing,33,49,23,105,36,57,25,118
Northern Mindanao,Central Mindanao University,Nutrition and Dietetics,15,9,11,35,15,10,13,38
Northern Mindanao,Central Mindanao University,Veterinary Medicine,28,13,16,57,52,25,34,111
Northern Mindanao,Central Mindanao University,Total,391,491,486,1368,681,774,753,2208
Northern Mindanao,Mindanao University of Science and Technology,Architecture,16,13,21,50,23,23,28,74
Northern Mindanao,Mindanao University of Science and Technology,Chemistry,1,1,12,14,10,3,16,29
Northern Mindanao,Mindanao University of Science and Technology,Civil Engineering,20,10,15,45,35,39,50,124
Northern Mindanao,Mindanao University of Science and Technology,Electrical Engineering,12,23,13,48,27,32,26,85
Northern Mindanao,Mindanao University of Science and Technology,Electronics Engineering,17,43,36,96,35,57,48,140
Northern Mindanao,Mindanao University of Science and Technology,Fisheries Technology,0,3,0,3,1,3,2,6
Northern Mindanao,Mindanao University of Science and Technology,Forestry,-,-,0,0,-,-,1,1
Northern Mindanao,Mindanao University of Science and Technology,LET-Elementary,62,84,165,311,150,207,202,559
Northern Mindanao,Mindanao University of Science and Technology,LET-Secondary,47,58,95,200,164,197,198,559
Northern Mindanao,Mindanao University of Science and Technology,Marine Engineering,-,-,1,1,-,-,2,2
Northern Mindanao,Mindanao University of Science and Technology,Marine Transportation,1,-,2,3,1,-,3,4
Northern Mindanao,Mindanao University of Science and Technology,Mechanical Engineering,6,9,12,27,6,10,13,29
Northern Mindanao,Mindanao University of Science and Technology,Total,182,244,372,798,452,571,589,1612
Northern Mindanao,Misamis Oriental State College of Agriculture and Technology,Agriculture,7,6,9,22,21,25,16,62
Northern Mindanao,Misamis Oriental State College of Agriculture and Technology,Forestry,-,0,-,0,-,1,-,1
Northern Mindanao,Misamis Oriental State College of Agriculture and Technology,LET-Elementary,16,6,18,40,23,17,22,62
Northern Mindanao,Misamis Oriental State College of Agriculture and Technology,LET-Secondary,8,7,18,33,32,38,39,109
Northern Mindanao,Misamis Oriental State College of Agriculture and Technology,Marine Engineering,-,-,0,0,-,-,1,1
Northern Mindanao,Misamis Oriental State College of Agriculture and Technology,Social Work,-,8,-,8,-,8,-,8
Northern Mindanao,Misamis Oriental State College of Agriculture and Technology,Total,31,27,45,103,76,89,78,243
Northern Mindanao,MSU - Iligan Institute of Technology,Accountancy,58,44,46,148,76,50,61,187
Northern Mindanao,MSU - Iligan Institute of Technology,Agriculture,0,0,-,0,1,1,-,2
Northern Mindanao,MSU - Iligan Institute of Technology,Chemical Engineering,22,21,27,70,24,41,51,116
Northern Mindanao,MSU - Iligan Institute of Technology,Chemistry,12,15,7,34,21,31,18,70
Northern Mindanao,MSU - Iligan Institute of Technology,Civil Engineering,19,20,19,58,27,32,25,84
Northern Mindanao,MSU - Iligan Institute of Technology,Electrical Engineering,30,33,21,84,33,34,23,90
Northern Mindanao,MSU - Iligan Institute of Technology,Electronics Engineering,22,28,29,79,35,52,39,126
Northern Mindanao,MSU - Iligan Institute of Technology,Environmental Planning,-,-,1,1,-,-,1,1
Northern Mindanao,MSU - Iligan Institute of Technology,LET-Elementary,71,78,136,285,190,242,207,639
Northern Mindanao,MSU - Iligan Institute of Technology,LET-Secondary,180,240,282,702,366,436,448,1250
Northern Mindanao,MSU - Iligan Institute of Technology,Library Science,0,-,-,0,1,-,-,1
Northern Mindanao,MSU - Iligan Institute of Technology,Mechanical Engineering,21,24,18,63,21,24,21,66
Northern Mindanao,MSU - Iligan Institute of Technology,Metallurgical Engineering,14,10,17,41,25,17,27,69
Northern Mindanao,MSU - Iligan Institute of Technology,Nursing,102,101,109,312,103,104,114,321
Northern Mindanao,MSU - Iligan Institute of Technology,Total,551,614,712,1877,923,1064,1035,3022
Northern Mindanao,Northwestern Mindanao State College of Science and Technology,Agriculture,4,0,2,6,10,1,9,20
Northern Mindanao,Northwestern Mindanao State College of Science and Technology,LET-Elementary,3,5,34,42,17,31,43,91
Northern Mindanao,Northwestern Mindanao State College of Science and Technology,LET-Secondary,2,3,1,6,11,17,19,47
Northern Mindanao,Northwestern Mindanao State College of Science and Technology,Total,9,8,37,54,38,49,71,158
Northern Mindanao,Northern Mindanao,Total,1584,1918,2642,6144,4748,5111,4888,14747
Davao Region,Davao del Norte State College,Fisheries Technology,0,4,4,8,5,7,13,25
Davao Region,Davao del Norte State College,LET-Secondary,12,28,39,79,40,51,64,155
Davao Region,Davao del Norte State College,Total,12,32,43,87,45,58,77,180
Davao Region,Davao Oriental State College of Science and Technology,Agriculture,10,7,13,30,53,41,51,145
Davao Region,Davao Oriental State College of Science and Technology,Civil Engineering,7,7,11,25,22,22,21,65
Davao Region,Davao Oriental State College of Science and Technology,LET-Elementary,42,37,86,165,87,111,116,314
Davao Region,Davao Oriental State College of Science and Technology,LET-Secondary,34,54,55,143,75,96,87,258
Davao Region,Davao Oriental State College of Science and Technology,Marine Transportation,-,1,-,1,-,1,-,1
Davao Region,Davao Oriental State College of Science and Technology,Nursing,23,15,27,65,41,38,59,138
Davao Region,Davao Oriental State College of Science and Technology,Total,116,121,192,429,278,309,334,921
Davao Region,"Southern Philippines Agri-Business, Marine and Aquatic School of Technology",Agricultural Engineering,1,6,6,13,3,7,12,22
Davao Region,"Southern Philippines Agri-Business, Marine and Aquatic School of Technology",Agriculture,4,4,7,15,6,8,22,36
Davao Region,"Southern Philippines Agri-Business, Marine and Aquatic School of Technology",Fisheries Technology,1,1,2,4,1,3,2,6
Davao Region,"Southern Philippines Agri-Business, Marine and Aquatic School of Technology",LET-Elementary,-,-,0,0,-,-,3,3
Davao Region,"Southern Philippines Agri-Business, Marine and Aquatic School of Technology",LET-Secondary,48,66,102,216,269,321,315,905
Davao Region,"Southern Philippines Agri-Business, Marine and Aquatic School of Technology",Total,54,77,117,248,279,339,354,972
Davao Region,University of Southeastern Philippines,Agricultural Engineering,10,19,21,50,13,20,23,56
Davao Region,University of Southeastern Philippines,Agriculture,60,46,61,167,117,126,120,363
Davao Region,University of Southeastern Philippines,Civil Engineering,54,56,55,165,108,113,113,334
Davao Region,University of Southeastern Philippines,Electrical Engineering,29,47,51,127,63,72,87,222
Davao Region,University of Southeastern Philippines,Electronics Engineering,23,25,46,94,55,49,63,167
Davao Region,University of Southeastern Philippines,Forestry,14,14,14,42,36,33,35,104
Davao Region,University of Southeastern Philippines,Geodetic Engineering,0,-,-,0,1,-,-,1
Davao Region,University of Southeastern Philippines,Geology,-,11,15,26,-,15,36,51
Davao Region,University of Southeastern Philippines,Guidance Counseling,0,1,0,1,2,1,1,4
Davao Region,University of Southeastern Philippines,LET-Elementary,131,173,222,526,369,350,345,1064
Davao Region,University of Southeastern Philippines,LET-Secondary,169,209,342,720,412,446,532,1390
Davao Region,University of Southeastern Philippines,Mechanical Engineering,38,49,35,122,43,62,45,150
Davao Region,University of Southeastern Philippines,Total,528,650,862,2040,1219,1287,1400,3906
Davao Region,Davao Region,Total,710,880,1214,2804,1821,1993,2165,5979
Soccsksargen,Cotabato City State Polytechnic College,Accountancy,1,0,0,1,9,4,2,15
Soccsksargen,Cotabato City State Polytechnic College,Agriculture,0,1,3,4,2,10,13,25
Soccsksargen,Cotabato City State Polytechnic College,Civil Engineering,6,5,8,19,26,44,59,129
Soccsksargen,Cotabato City State Polytechnic College,Fisheries Technology,0,1,1,2,3,13,8,24
Soccsksargen,Cotabato City State Polytechnic College,Forestry,0,1,3,4,3,10,7,20
Soccsksargen,Cotabato City State Polytechnic College,LET-Elementary,0,1,3,4,12,9,14,35
Soccsksargen,Cotabato City State Polytechnic College,LET-Secondary,13,30,59,102,234,362,590,1186
Soccsksargen,Cotabato City State Polytechnic College,Marine Engineering,-,0,-,0,-,1,-,1
Soccsksargen,Cotabato City State Polytechnic College,Social Work,11,21,22,54,31,53,66,150
Soccsksargen,Cotabato City State Polytechnic College,Total,31,60,99,190,320,506,759,1585
Soccsksargen,Cotabato City State Polytechnic College,Agriculture,1,4,3,8,8,16,10,34
Soccsksargen,Cotabato City State Polytechnic College,Forestry,0,0,1,1,3,3,6,12
Soccsksargen,Cotabato City State Polytechnic College,LET-Elementary,8,25,84,117,158,194,281,633
Soccsksargen,Cotabato City State Polytechnic College,LET-Secondary,11,33,53,97,161,188,277,626
Soccsksargen,Cotabato City State Polytechnic College,Library Science,0,-,-,0,1,-,-,1
Soccsksargen,Cotabato City State Polytechnic College,Social Work,-,-,1,1,-,-,5,5
Soccsksargen,Cotabato City State Polytechnic College,Total,20,62,142,224,331,401,579,1311
Soccsksargen,Sultan Kudarat State University,Accountancy,2,6,8,16,6,12,16,34
Soccsksargen,Sultan Kudarat State University,Agriculture,5,4,3,12,32,11,9,52
Soccsksargen,Sultan Kudarat State University,Civil Engineering,2,1,4,7,6,3,14,23
Soccsksargen,Sultan Kudarat State University,Criminology,-,0,15,15,-,3,45,48
Soccsksargen,Sultan Kudarat State University,Fisheries Technology,-,-,0,0,-,-,1,1
Soccsksargen,Sultan Kudarat State University,LET-Elementary,35,49,194,278,134,234,337,705
Soccsksargen,Sultan Kudarat State University,LET-Secondary,45,67,136,248,291,431,569,1291
Soccsksargen,Sultan Kudarat State University,Midwifery,3,-,14,17,3,-,16,19
Soccsksargen,Sultan Kudarat State University,Nursing,-,6,5,11,-,9,15,24
Soccsksargen,Sultan Kudarat State University,Total,92,133,379,604,472,703,1022,2197
Soccsksargen,University of Southern Mindanao,Accountancy,-,8,15,23,-,26,33,59
Soccsksargen,University of Southern Mindanao,Agricultural Engineering,9,12,13,34,31,27,29,87
Soccsksargen,University of Southern Mindanao,Agriculture,77,98,76,251,188,168,136,492
Soccsksargen,University of Southern Mindanao,Chemistry,3,2,1,6,5,8,6,19
Soccsksargen,University of Southern Mindanao,Civil Engineering,19,9,22,50,41,25,54,120
Soccsksargen,University of Southern Mindanao,Criminology,0,0,-,0,1,1,-,2
Soccsksargen,University of Southern Mindanao,Electronics Engineering,-,2,11,13,-,5,12,17
Soccsksargen,University of Southern Mindanao,Fisheries Technology,-,-,0,0,-,-,1,1
Soccsksargen,University of Southern Mindanao,Guidance Counseling,-,-,1,1,-,-,1,1
